,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
149,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2010,05-01,2010,12-01,none,production,32809.0,reported
150,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2015,05-01,2015,12-01,none,production,29927.0,reported
151,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2015,05-01,2015,12-01,none,production,164492.0,reported
152,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2014,05-01,2014,12-01,none,production,154912.0,reported
153,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2014,05-01,2014,12-01,none,production,27479.0,reported
154,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2013,05-01,2013,12-01,none,production,145890.0,reported
155,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2013,05-01,2013,12-01,none,production,25232.0,reported
156,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2012,05-01,2012,12-01,none,production,23169.0,reported
157,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2012,05-01,2012,12-01,none,production,137394.0,reported
158,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2011,05-01,2011,12-01,none,production,21274.0,reported
159,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2011,05-01,2011,12-01,none,production,129392.0,reported
160,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Maize,Main,2010,05-01,2010,12-01,none,production,19534.0,reported
161,GN1990A20401,Guinea,GN,Kankan,Kankan,Kankan,Rice,Main,2010,05-01,2010,12-01,none,production,121857.0,reported
162,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2015,05-01,2015,12-01,none,production,62305.0,reported
163,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2015,05-01,2015,12-01,none,production,3252.0,reported
164,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2014,05-01,2014,12-01,none,production,2986.0,reported
165,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2014,05-01,2014,12-01,none,production,58677.0,reported
166,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2013,05-01,2013,12-01,none,production,55260.0,reported
167,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2013,05-01,2013,12-01,none,production,2742.0,reported
168,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2012,05-01,2012,12-01,none,production,2517.0,reported
169,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2012,05-01,2012,12-01,none,production,52041.0,reported
170,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2011,05-01,2011,12-01,none,production,49011.0,reported
171,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2011,05-01,2011,12-01,none,production,2312.0,reported
172,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Maize,Main,2010,05-01,2010,12-01,none,production,2122.0,reported
173,GN1990A20402,Guinea,GN,Kankan,Kerouane,Kerouane,Rice,Main,2010,05-01,2010,12-01,none,production,46156.0,reported
