,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
1890,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area_smooth,55385.862483162906,calibrated,data,
1893,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area_smooth,58465.17761030512,calibrated,data,
1896,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area_smooth,64007.50126004921,calibrated,data,
1899,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area_smooth,70981.91333936596,calibrated,data,
1902,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area_smooth,78257.53573367237,calibrated,data,
1905,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area_smooth,84884.06248047506,calibrated,data,
1908,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area_smooth,90193.87958316681,calibrated,data,
1911,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area_smooth,93707.72993248084,calibrated,data,
1914,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area_smooth,94957.63114439578,calibrated,data,
1917,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area_smooth,93399.67346540824,calibrated,data,
1920,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area_smooth,88568.5422020801,calibrated,data,
1923,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area_smooth,80412.64315503188,calibrated,data,
1926,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area_smooth,69592.86053920918,calibrated,data,
1929,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area_smooth,57473.56836320385,calibrated,data,
1932,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area_smooth,45767.792248552614,calibrated,data,
1935,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area_smooth,36017.15196933752,calibrated,data,
1938,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area_smooth,29208.57506173344,calibrated,data,
1941,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area_smooth,25759.799428369155,calibrated,data,
1891,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield,0.3,calibrated,data,
1894,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield,1.0232558139534884,calibrated,data,
1897,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield,1.0,calibrated,data,
1900,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield,1.105263157894737,calibrated,data,
1903,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield,0.4421052631578947,calibrated,data,
1906,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield,1.1,calibrated,data,
1909,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield,0.1527777777777778,calibrated,data,
1912,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield,1.3,calibrated,data,
1915,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield,1.3333333333333333,calibrated,data,
1918,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield,0.6708860759493671,calibrated,data,
1921,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield,1.3987436738638384,calibrated,data,
1924,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield,0.6985294117647058,calibrated,data,
1927,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield,0.9,calibrated,data,
1930,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield,1.8207656612529,calibrated,data,
1933,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield,0.6733333333333333,calibrated,data,
1936,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield,0.6206344696969697,calibrated,data,
1939,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield,0.1389705882352941,calibrated,data,
1942,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield,1.374012900986376,calibrated,data,
1891,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield_smooth,0.7770290019424604,calibrated,data,
1894,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield_smooth,0.7851553460890933,calibrated,data,
1897,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield_smooth,0.7993209235583962,calibrated,data,
1900,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield_smooth,0.8172972535845624,calibrated,data,
1903,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield_smooth,0.8383454028886241,calibrated,data,
1906,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield_smooth,0.8633385369903671,calibrated,data,
1909,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield_smooth,0.8928056100776497,calibrated,data,
1912,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield_smooth,0.9250559501415745,calibrated,data,
1915,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield_smooth,0.9560483510587954,calibrated,data,
1918,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield_smooth,0.980469742356567,calibrated,data,
1921,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield_smooth,0.9936588010421126,calibrated,data,
1924,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield_smooth,0.9927173753300617,calibrated,data,
1927,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield_smooth,0.9773667133357037,calibrated,data,
1930,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield_smooth,0.9502807012043316,calibrated,data,
1933,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield_smooth,0.9168457772192353,calibrated,data,
1936,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield_smooth,0.8840379911971777,calibrated,data,
1939,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield_smooth,0.8583841151484973,calibrated,data,
1942,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield_smooth,0.8444538680348064,calibrated,data,
1946,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production,3000.0,calibrated,data,
1949,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production,103000.0,calibrated,data,
1952,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production,20000.0,calibrated,data,
1955,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production,138000.0,calibrated,data,
1958,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production,55000.0,calibrated,data,
1961,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production,132000.0,calibrated,data,
1964,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production,21000.0,calibrated,data,
1967,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production,122000.0,calibrated,data,
1970,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production,106000.0,calibrated,data,
1973,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production,0.0,calibrated,data,
1976,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production,85000.0,calibrated,data,
1979,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production,107000.0,calibrated,data,
1982,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production,105000.0,calibrated,data,
1985,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production,38800.0,calibrated,data,
1988,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production,37420.0,calibrated,data,
1991,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production,19266.0,calibrated,data,
1994,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production,6852.0,calibrated,data,
1997,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production,112250.0,calibrated,data,
1946,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production_smooth,61438.1402570537,calibrated,data,
1949,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production_smooth,63715.22024612719,calibrated,data,
1952,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production_smooth,67557.2835760351,calibrated,data,
1955,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production_smooth,71847.60557230607,calibrated,data,
1958,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production_smooth,75507.11103576746,calibrated,data,
1961,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production_smooth,77859.89930170002,calibrated,data,
1964,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production_smooth,78737.31503483918,calibrated,data,
1967,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production_smooth,78351.42848048221,calibrated,data,
1970,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production_smooth,77050.67807609317,calibrated,data,
1973,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production_smooth,75058.5022054148,calibrated,data,
1976,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production_smooth,72401.94775832132,calibrated,data,
1979,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production_smooth,69027.32733956169,calibrated,data,
1982,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production_smooth,65053.76912653443,calibrated,data,
1985,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production_smooth,60911.014375750194,calibrated,data,
1988,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production_smooth,57232.332459911166,calibrated,data,
1991,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production_smooth,54543.02726017168,calibrated,data,
1994,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production_smooth,52976.03110649483,calibrated,data,
1997,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production_smooth,52319.36678743584,calibrated,data,
1944,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area,10000.0,calibrated,data,
1947,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area,114000.0,calibrated,data,
1950,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area,40000.0,calibrated,data,
1953,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area,115000.0,calibrated,data,
1956,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area,115000.0,calibrated,data,
1959,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area,120000.0,calibrated,data,
1962,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area,106000.0,calibrated,data,
1965,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area,120000.0,calibrated,data,
1968,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area,106000.0,calibrated,data,
1971,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area,74000.0,calibrated,data,
1974,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area,71200.2,calibrated,data,
1977,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area,72000.0,calibrated,data,
1980,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area,70000.0,calibrated,data,
1983,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area,30700.0,calibrated,data,
1986,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area,34020.0,calibrated,data,
1989,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area,25688.0,calibrated,data,
1992,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area,23493.0,calibrated,data,
1995,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area,167747.0,calibrated,data,
1944,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area_smooth,73468.0513633874,calibrated,data,
1947,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area_smooth,76597.82012920517,calibrated,data,
1950,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area_smooth,82000.02004901248,calibrated,data,
1953,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area_smooth,88239.6726180613,calibrated,data,
1956,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area_smooth,93741.058718402,calibrated,data,
1959,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area_smooth,97211.08867442577,calibrated,data,
1962,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area_smooth,97897.24614715419,calibrated,data,
1965,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area_smooth,95661.43780510832,calibrated,data,
1968,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area_smooth,90906.95726441409,calibrated,data,
1971,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area_smooth,84416.84784682015,calibrated,data,
1974,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area_smooth,77206.12149844595,calibrated,data,
1977,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area_smooth,70399.03206672969,calibrated,data,
1980,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area_smooth,65099.91656907524,calibrated,data,
1983,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area_smooth,62157.74053555024,calibrated,data,
1986,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area_smooth,61854.92806874503,calibrated,data,
1989,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area_smooth,63655.05277504834,calibrated,data,
1992,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area_smooth,66251.92329525619,calibrated,data,
1995,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area_smooth,68083.28457515848,calibrated,data,
1945,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield,0.3,calibrated,data,
1948,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield,0.9035087719298246,calibrated,data,
1951,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield,0.5,calibrated,data,
1954,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield,1.2,calibrated,data,
1957,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield,0.4782608695652174,calibrated,data,
1960,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield,1.1,calibrated,data,
1963,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield,0.1981132075471698,calibrated,data,
1966,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield,1.0166666666666666,calibrated,data,
1969,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield,1.0,calibrated,data,
1972,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield,0.0,calibrated,data,
1975,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield,1.1938168713009234,calibrated,data,
1978,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield,1.4861111111111112,calibrated,data,
1981,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield,1.5,calibrated,data,
1984,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield,1.263843648208469,calibrated,data,
1987,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield,1.099941211052322,calibrated,data,
1990,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield,0.75,calibrated,data,
1993,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield,0.291661345932831,calibrated,data,
1996,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield,0.6691624887479358,calibrated,data,
1945,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield_smooth,0.6662520863679706,calibrated,data,
1948,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield_smooth,0.6767149030497193,calibrated,data,
1951,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield_smooth,0.6941081071178017,calibrated,data,
1954,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield_smooth,0.7136662832481302,calibrated,data,
1957,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield_smooth,0.7324550626337114,calibrated,data,
1960,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield_smooth,0.7514782311031009,calibrated,data,
1963,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield_smooth,0.7752181397382079,calibrated,data,
1966,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield_smooth,0.8090304693839094,calibrated,data,
1969,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield_smooth,0.8554987884750808,calibrated,data,
1972,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield_smooth,0.911085641449958,calibrated,data,
1975,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield_smooth,0.9654424565201203,calibrated,data,
1978,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield_smooth,1.0040385265314997,calibrated,data,
1981,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield_smooth,1.013889684676291,calibrated,data,
1984,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield_smooth,0.9895682533779627,calibrated,data,
1987,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield_smooth,0.9365718597000692,calibrated,data,
1990,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield_smooth,0.8702367192597675,calibrated,data,
1993,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield_smooth,0.8104863386862418,calibrated,data,
1996,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield_smooth,0.7753446407429289,calibrated,data,
