,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
1133,AF2017A113,Afghanistan,AF,Paktya,,Paktya,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1187,AF2017A112,Afghanistan,AF,Paktika,,Paktika,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1241,AF2017A114,Afghanistan,AF,Khost,,Khost,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1295,AF2017A111,Afghanistan,AF,Ghazni,,Ghazni,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1349,AF2017A106,Afghanistan,AF,Nangarhar,,Nangarhar,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1403,AF2017A107,Afghanistan,AF,Laghman,,Laghman,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1510,AF2017A127,Afghanistan,AF,Kandahar,,Kandahar,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,0.492138054380887,calibrated,data,
1511,AF2017A127,Afghanistan,AF,Kandahar,,Kandahar,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,0.5078619456191129,calibrated,data,
1565,AF2017A116,Afghanistan,AF,Nuristan,,Nuristan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1619,AF2017A130,Afghanistan,AF,Hilmand,,Hilmand,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1673,AF2017A126,Afghanistan,AF,Zabul,,Zabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1727,AF2017A134,Afghanistan,AF,Nimroz,,Nimroz,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1781,AF2017A125,Afghanistan,AF,Uruzgan,,Uruzgan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1835,AF2017A124,Afghanistan,AF,Daykundi,,Daykundi,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_fraction,1.0,calibrated,data,
1838,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production,56000.0,calibrated,data,
1841,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production,146000.0,calibrated,data,
1844,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production,30000.0,calibrated,data,
1847,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production,239000.0,calibrated,data,
1850,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production,108000.0,calibrated,data,
1853,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production,228000.0,calibrated,data,
1856,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production,27000.0,calibrated,data,
1859,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production,247000.0,calibrated,data,
1862,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production,225000.0,calibrated,data,
1865,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production,41000.0,calibrated,data,
1868,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production,241000.0,calibrated,data,
1871,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production,103000.0,calibrated,data,
1874,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production,91000.0,calibrated,data,
1877,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production,68940.0,calibrated,data,
1880,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production,133760.0,calibrated,data,
1883,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production,145528.80000000002,calibrated,data,
1886,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production,50204.0,calibrated,data,
1889,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production,75552.0,calibrated,data,
1838,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production_smooth,112788.98398147091,calibrated,data,
1841,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production_smooth,116592.47764020585,calibrated,data,
1844,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production_smooth,123291.65535492287,calibrated,data,
1847,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production_smooth,131404.69549374864,calibrated,data,
1850,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production_smooth,139327.39539872104,calibrated,data,
1853,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production_smooth,145734.63110207635,calibrated,data,
1856,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production_smooth,149713.15589684207,calibrated,data,
1859,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production_smooth,150747.17486638913,calibrated,data,
1862,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production_smooth,148715.80654792782,calibrated,data,
1865,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production_smooth,143879.10082961188,calibrated,data,
1868,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production_smooth,136903.48176036362,calibrated,data,
1871,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production_smooth,128722.82466948312,calibrated,data,
1874,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production_smooth,120311.91186299139,calibrated,data,
1877,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production_smooth,112434.57068944316,calibrated,data,
1880,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production_smooth,105557.52191654622,calibrated,data,
1883,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production_smooth,99985.10104995166,calibrated,data,
1886,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production_smooth,95991.22096780216,calibrated,data,
1889,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production_smooth,93883.08997150228,calibrated,data,
1836,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area,80000.0,calibrated,data,
1839,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area,164000.0,calibrated,data,
1842,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area,90000.0,calibrated,data,
1845,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area,180000.0,calibrated,data,
1848,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area,180000.0,calibrated,data,
1851,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area,190000.0,calibrated,data,
1854,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area,171000.0,calibrated,data,
1857,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area,190000.0,calibrated,data,
1860,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area,183000.0,calibrated,data,
1863,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area,165000.0,calibrated,data,
1866,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area,171910.2,calibrated,data,
1869,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area,172000.0,calibrated,data,
1872,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area,152000.0,calibrated,data,
1875,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area,50520.0,calibrated,data,
1878,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area,92000.0,calibrated,data,
1881,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area,181911.0,calibrated,data,
1884,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area,50204.0,calibrated,data,
1887,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area,79285.0,calibrated,data,
1836,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area_smooth,133936.11033717624,calibrated,data,
1839,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area_smooth,137549.01390647076,calibrated,data,
1842,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area_smooth,143962.06139940245,calibrated,data,
1845,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area_smooth,151794.999236367,calibrated,data,
1848,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area_smooth,159481.0078034093,calibrated,data,
1851,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area_smooth,165650.91659329267,calibrated,data,
1854,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area_smooth,169348.45917982538,calibrated,data,
1857,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area_smooth,170070.33162060464,calibrated,data,
1860,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area_smooth,167695.8277417617,calibrated,data,
1863,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area_smooth,162388.23943695158,calibrated,data,
1866,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area_smooth,154580.12234312412,calibrated,data,
1869,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area_smooth,144971.63602155505,calibrated,data,
1872,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area_smooth,134484.38143697593,calibrated,data,
1875,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area_smooth,124115.15656213046,calibrated,data,
1878,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area_smooth,114771.45188557015,calibrated,data,
1881,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area_smooth,107168.83216908142,calibrated,data,
1884,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area_smooth,101813.91336301382,calibrated,data,
1887,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area_smooth,99047.73896328741,calibrated,data,
1837,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield,0.7,calibrated,data,
1840,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield,0.8902439024390244,calibrated,data,
1843,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield,0.3333333333333333,calibrated,data,
1846,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield,1.3277777777777775,calibrated,data,
1849,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield,0.6,calibrated,data,
1852,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield,1.2,calibrated,data,
1855,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield,0.1578947368421052,calibrated,data,
1858,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield,1.3,calibrated,data,
1861,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield,1.2295081967213115,calibrated,data,
1864,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield,0.2484848484848484,calibrated,data,
1867,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield,1.4018947101451804,calibrated,data,
1870,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield,0.5988372093023255,calibrated,data,
1873,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield,0.5986842105263158,calibrated,data,
1876,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield,1.3646080760095012,calibrated,data,
1879,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield,1.4539130434782608,calibrated,data,
1882,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield,0.8,calibrated,data,
1885,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield,1.0,calibrated,data,
1888,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield,0.9529166929431796,calibrated,data,
1837,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield_smooth,0.7726953389767883,calibrated,data,
1840,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield_smooth,0.7797713804542414,calibrated,data,
1843,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield_smooth,0.7924099986074635,calibrated,data,
1846,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield_smooth,0.8082541646663766,calibrated,data,
1849,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield_smooth,0.8249348190247299,calibrated,data,
1852,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield_smooth,0.8408276913510979,calibrated,data,
1855,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield_smooth,0.8552347755582888,calibrated,data,
1858,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield_smooth,0.86836052989674,calibrated,data,
1861,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield_smooth,0.8813992768446196,calibrated,data,
1864,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield_smooth,0.8962299132062953,calibrated,data,
1867,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield_smooth,0.9146898003283728,calibrated,data,
1870,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield_smooth,0.9371564897200948,calibrated,data,
1873,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield_smooth,0.9617019802961013,calibrated,data,
1876,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield_smooth,0.9844200903403566,calibrated,data,
1879,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield_smooth,1.0013103751969001,calibrated,data,
1882,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield_smooth,1.0106767603944204,calibrated,data,
1885,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield_smooth,1.0138705132983994,calibrated,data,
1888,AF2017A129,Afghanistan,AF,Faryab,,Faryab,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield_smooth,1.014152839841877,calibrated,data,
1892,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production,3000.0,calibrated,data,
1895,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production,88000.0,calibrated,data,
1898,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production,10000.0,calibrated,data,
1901,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production,105000.0,calibrated,data,
1904,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production,42000.0,calibrated,data,
1907,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production,121000.0,calibrated,data,
1910,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production,11000.0,calibrated,data,
1913,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production,143000.0,calibrated,data,
1916,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production,136000.0,calibrated,data,
1919,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production,53000.0,calibrated,data,
1922,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production,187000.0,calibrated,data,
1925,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production,95000.0,calibrated,data,
1928,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production,90000.0,calibrated,data,
1931,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production,31390.0,calibrated,data,
1934,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production,12120.0,calibrated,data,
1937,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production,3611.782296401515,calibrated,data,
1940,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production,378.0,calibrated,data,
1943,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production,47501.0,calibrated,data,
1892,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production_smooth,50237.39831707635,calibrated,data,
1895,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production_smooth,52790.67625247214,calibrated,data,
1898,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production_smooth,57532.30664104899,calibrated,data,
1901,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production_smooth,63870.6794707709,calibrated,data,
1904,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production_smooth,71133.93767086725,calibrated,data,
1907,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production_smooth,78647.58575654344,calibrated,data,
1910,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production_smooth,85661.51298614625,calibrated,data,
1913,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production_smooth,91251.30473600059,calibrated,data,
1916,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production_smooth,94350.67536593312,calibrated,data,
1919,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production_smooth,93949.31088586393,calibrated,data,
1922,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production_smooth,89470.09986320391,calibrated,data,
1925,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production_smooth,81102.38973981573,calibrated,data,
1928,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production_smooth,69925.18220446694,calibrated,data,
1931,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production_smooth,57666.42525452504,calibrated,data,
1934,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production_smooth,46184.74496485269,calibrated,data,
1937,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production_smooth,36940.31630624447,calibrated,data,
1940,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production_smooth,30689.07296426894,calibrated,data,
1943,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production_smooth,27597.1629163009,calibrated,data,
1890,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area,10000.0,calibrated,data,
1893,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area,86000.0,calibrated,data,
1896,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area,10000.0,calibrated,data,
1899,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area,95000.0,calibrated,data,
1902,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area,95000.0,calibrated,data,
1905,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area,110000.0,calibrated,data,
1908,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area,72000.0,calibrated,data,
1911,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area,110000.0,calibrated,data,
1914,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area,102000.0,calibrated,data,
1917,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area,79000.0,calibrated,data,
1920,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area,133691.40000000002,calibrated,data,
1923,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area,136000.0,calibrated,data,
1926,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area,100000.0,calibrated,data,
1929,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area,17240.0,calibrated,data,
1932,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area,18000.0,calibrated,data,
1935,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area,5819.5,calibrated,data,
1938,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area,2720.0,calibrated,data,
1941,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area,34571.0,calibrated,data,
