,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
154,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2008,04-01,2008,12-01,none,production,9990.0,reported
155,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2008,04-01,2008,12-01,none,yield,1.35918367,reported
156,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2015,04-01,2015,12-01,none,production,9880.0,reported
157,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2014,04-01,2014,12-01,none,production,10240.0,reported
158,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2013,04-01,2013,12-01,none,production,10190.0,reported
159,LR2008A118,Liberia,LR,Grand Kru,none,Grand Kru,Rice,Main,2012,04-01,2012,12-01,none,production,10420.0,reported
160,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2011,04-01,2011,12-01,none,area,40500.0,reported
161,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2011,04-01,2011,12-01,none,production,51440.0,reported
162,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2011,04-01,2011,12-01,none,yield,1.27012346,reported
163,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2010,04-01,2010,12-01,none,area,46140.0,reported
164,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2010,04-01,2010,12-01,none,production,59980.0,reported
165,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2010,04-01,2010,12-01,none,yield,1.29995665,reported
166,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2009,04-01,2009,12-01,none,area,44000.0,reported
167,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2009,04-01,2009,12-01,none,production,55440.0,reported
168,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2009,04-01,2009,12-01,none,yield,1.26,reported
169,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2008,04-01,2008,12-01,none,area,34190.0,reported
170,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2008,04-01,2008,12-01,none,production,41710.0,reported
171,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2008,04-01,2008,12-01,none,yield,1.21994735,reported
172,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2015,04-01,2015,12-01,none,production,50110.0,reported
173,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2014,04-01,2014,12-01,none,production,49280.0,reported
174,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2013,04-01,2013,12-01,none,production,47770.0,reported
175,LR2008A121,Liberia,LR,Lofa,none,Lofa,Rice,Main,2012,04-01,2012,12-01,none,production,52660.0,reported
176,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2011,04-01,2011,12-01,none,area,6170.0,reported
177,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2011,04-01,2011,12-01,none,production,7530.0,reported
